ANONYMIZED BUSINESS,QUANTITY,VALUE
Business-ca31,2,4220.0
Business-bc1c,6,4220.0
Business-8502,1,4220.0
Business-cb44,2,4215.0
Business-ee0c,2,4205.0
Business-83ce,5,4200.0
Business-8e62,8,4200.0
Business-c02b,15,4200.0
Business-1474,5,4200.0
Business-59b6,1,4190.0
Business-f065,2,4190.0
Business-3c81,1,4190.0
Business-e225,1,4190.0
Business-ae62,5,4190.0
Business-d01b,1,4160.0
Business-34a7,1,4160.0
Business-1cbb,5,4155.0
Business-ed23,1,4150.0
Business-e4a9,1,4150.0
Business-8ca3,6,4140.0
Business-2518,2,4140.0
Business-e1f9,2,4140.0
Business-2f24,3,4135.0
Business-8f1c,3,4130.0
Business-36a7,35,4120.0
Business-283d,2,4110.0
Business-f211,3,4100.0
Business-1ed7,1,4100.0
Business-dec6,1,4100.0
Business-5384,1,4100.0
Business-90f4,1,4100.0
Business-e2a7,1,4100.0
Business-5623,2,4080.0
Business-6ee8,16,4080.0
Business-ac5b,25,4080.0
Business-0399,2,4070.0
Business-cc05,3,4070.0
Business-391e,5,4070.0
Business-96bb,4,4070.0
Business-90a3,1,4060.0
Business-a774,1,4060.0
Business-112a,7,4060.0
Business-5d58,1,4060.0
Business-13c7,1,4050.0
Business-d3a2,1,4050.0
Business-81f1,1,4050.0
Business-8b2a,4,4050.0
Business-e1bf,3,4050.0
Business-342d,7,4045.0
Business-ab10,1,4040.0
Business-ee6f,1,4030.0
Business-48d2,1,4020.0
Business-b8a7,10,4020.0
Business-232b,3,4020.0
Business-1da2,1,4020.0
Business-cfc5,10,4020.0
Business-44f3,1,4020.0
Business-36a2,1,4020.0
Business-ce05,10,4020.0
Business-2956,1,4020.0
Business-fc33,7,4015.0
Business-0849,3,4010.0
Business-007a,2,4010.0
Business-b8d8,2,4000.0
Business-7d06,1,4000.0
Business-7ad8,5,3989.0
Business-f9a7,2,3988.0
Business-1343,2,3980.0
Business-e29d,30,3975.0
Business-b5b6,2,3975.0
Business-da5e,1,3970.0
Business-4689,2,3970.0
Business-21ec,1,3970.0
Business-beaf,1,3970.0
Business-f6ca,7,3970.0
Business-9be9,1,3970.0
Business-16d4,3,3960.0
Business-809e,5,3955.0
Business-5957,30,3950.0
Business-112f,27,3950.0
Business-75fa,2,3950.0
Business-d45c,2,3945.0
Business-f92b,7,3930.0
Business-af3e,3,3925.0
Business-22cf,3,3920.0
Business-6b20,2,3910.0
Business-094d,4,3910.0
Business-37b0,3,3890.0
Business-2513,7,3890.0
Business-4b4c,1,3880.0
Business-c6e6,6,3880.0
Business-c1de,3,3880.0
Business-413b,1,3880.0
Business-f0ac,4,3875.0
Business-a75f,1,3870.0
Business-8b96,1,3870.0
Business-c182,1,3870.0
Business-8e04,1,3870.0
Business-e067,3,3865.0
Business-a304,3,3855.0
Business-fe0c,6,3840.0
Business-fd6c,20,3810.0
Business-785b,40,3800.0
Business-0183,10,3800.0
Business-f4f1,1,3795.0
Business-0b4c,2,3790.0
Business-201d,2,3790.0
Business-a3e9,2,3790.0
Business-34c7,2,3785.0
Business-1c8e,2,3780.0
Business-59ea,9,3770.0
Business-8f7e,5,3765.0
Business-236a,10,3760.0
Business-ed86,7,3760.0
Business-adfd,2,3760.0
Business-3d7c,5,3745.0
Business-fdbf,2,3745.0
Business-3ecf,2,3740.0
Business-77cc,3,3720.0
Business-445f,8,3705.0
Business-d257,3,3700.0
Business-ef56,6,3690.0
Business-6084,2,3680.0
Business-5f66,30,3680.0
Business-bd33,1,3670.0
Business-d5a8,15,3670.0
Business-3b10,2,3660.0
Business-7a7f,2,3655.0
Business-b35b,20,3655.0
Business-3a27,3,3650.0
Business-a2ae,4,3640.0
Business-2e19,15,3640.0
Business-9feb,6,3640.0
Business-1b35,4,3630.0
Business-d985,3,3625.0
Business-6194,3,3620.0
Business-9dfa,2,3605.0
Business-cba1,1,3600.0
Business-8a4e,11,3600.0
Business-49c5,18,3580.0
Business-abc4,2,3575.0
Business-2c9e,2,3570.0
Business-37e9,2,3560.0
Business-f24d,4,3560.0
Business-b14d,2,3560.0
Business-437d,3,3558.0
Business-0897,1,3550.0
Business-6b2d,1,3550.0
Business-c666,2,3550.0
Business-c1a2,8,3550.0
Business-0c1a,1,3550.0
Business-9547,1,3550.0
Business-a39a,1,3550.0
Business-33ed,4,3530.0
Business-c1c9,3,3530.0
Business-557c,3,3530.0
Business-822f,4,3530.0
Business-e7ce,2,3525.0
Business-33bc,2,3515.0
Business-840f,2,3510.0
Business-d1b9,3,3500.0
Business-39eb,10,3500.0
Business-0e9c,2,3495.0
Business-2766,2,3470.0
Business-4e15,2,3460.0
Business-93f4,2,3440.0
Business-a0aa,2,3440.0
Business-8020,12,3435.0
Business-7b74,2,3435.0
Business-2081,4,3435.0
Business-5e9e,13,3420.0
Business-c94e,4,3415.0
Business-35a2,4,3415.0
Business-0827,2,3400.0
Business-ceba,7,3400.0
Business-54c4,1,3400.0
Business-3fed,2,3395.0
Business-b8f6,2,3390.0
Business-0192,8,3380.0
Business-1f0a,4,3380.0
Business-0b45,2,3375.0
Business-9f61,2,3375.0
Business-193f,2,3370.0
Business-0abf,7,3370.0
Business-217d,3,3360.0
Business-1d51,2,3360.0
Business-4998,2,3360.0
Business-44a9,2,3340.0
Business-48a7,1,3330.0
Business-33d1,2,3320.0
Business-bb36,4,3305.0
Business-4744,4,3305.0
Business-9ec3,11,3305.0
Business-726a,2,3300.0
Business-275e,3,3300.0
Business-8fc9,4,3275.0
Business-1464,3,3275.0
Business-bb7b,4,3245.0
Business-b85f,3,3240.0
Business-0801,2,3225.0
Business-7dc9,5,3212.0
Business-fbbb,50,3210.0
Business-ae18,3,3207.0
Business-1b7a,2,3190.0
Business-52ad,2,3190.0
Business-fe1d,4,3190.0
Business-a883,4,3185.0
Business-67ca,2,3185.0
Business-4436,1,3185.0
Business-cddd,2,3185.0
Business-edd6,2,3180.0
Business-7b40,1,3180.0
Business-4ba1,3,3175.0
Business-ec0e,2,3165.0
Business-a0d9,2,3165.0
Business-a51c,2,3155.0
Business-bc7c,2,3145.0
Business-6a70,2,3125.0
Business-ace3,2,3100.0
Business-60cf,3,3090.0
Business-b404,2,3080.0
Business-1e7e,2,3070.0
Business-b65d,3,3070.0
Business-69eb,2,3070.0
Business-5c89,2,3070.0
Business-f119,7,3050.0
Business-0e00,2,3050.0
Business-1c6a,2,3040.0
Business-ebd8,2,3040.0
Business-8bfe,3,3030.0
Business-d47e,2,3030.0
Business-256a,2,3020.0
Business-37eb,3,3019.0
Business-196f,63,3009.0
Business-c9e9,4,3000.0
Business-25b2,4,2990.0
Business-6d94,5,2980.0
Business-9a6c,2,2980.0
Business-4492,8,2980.0
Business-82bc,3,2970.0
Business-f829,2,2965.0
Business-36c2,1,2960.0
Business-8691,3,2945.0
Business-08df,8,2937.0
Business-4774,2,2930.0
Business-8d1d,2,2910.0
Business-a990,4,2910.0
Business-0e9b,2,2910.0
Business-bba8,5,2901.0
Business-75e9,2,2900.0
Business-00b7,2,2900.0
Business-a7cf,2,2890.0
Business-b9b6,2,2880.0
Business-ccbb,3,2870.0
Business-6a06,3,2870.0
Business-46a2,100,2870.0
Business-a12f,3,2865.0
Business-fa77,1,2860.0
Business-6a52,2,2860.0
Business-3cd8,1,2850.0
Business-59d2,2,2850.0
Business-a6b8,3,2850.0
Business-4b8e,2,2840.0
Business-d1c8,26,2840.0
Business-e770,2,2840.0
Business-b92e,3,2840.0
Business-2c7d,3,2840.0
Business-096b,2,2831.0
Business-65b2,3,2830.0
Business-8529,4,2830.0
Business-cea5,3,2805.0
Business-c66a,7,2800.0
Business-3d2c,3,2800.0
Business-81e2,1,2800.0
Business-9983,5,2800.0
Business-395c,3,2795.0
Business-3ca4,2,2790.0
Business-0630,1,2755.0
Business-3a98,1,2755.0
Business-51ef,1,2755.0
Business-ef01,2,2755.0
Business-b014,1,2750.0
Business-1af9,2,2735.0
Business-afa9,2,2730.0
Business-4548,2,2725.0
Business-8e16,1,2720.0
Business-dbeb,30,2720.0
Business-159a,2,2700.0
Business-d31a,1,2700.0
Business-122c,1,2695.0
Business-5f7b,1,2695.0
Business-f096,2,2681.0
Business-b0cf,1,2675.0
Business-5f13,1,2675.0
Business-8837,2,2650.0
Business-d4e9,1,2650.0
Business-869b,2,2650.0
Business-43a2,1,2650.0
Business-0005,1,2645.0
Business-f326,4,2640.0
Business-98bc,2,2640.0
Business-c31a,2,2635.0
Business-6bcf,1,2635.0
Business-66c4,1,2630.0
Business-0836,1,2630.0
Business-a7f1,2,2630.0
Business-076d,6,2630.0
Business-9f41,11,2630.0
Business-fc97,10,2620.0
Business-f270,3,2620.0
Business-11cb,3,2613.0
Business-7152,1,2605.0
Business-1688,2,2600.0
Business-bc6c,2,2595.0
Business-ec67,10,2590.0
Business-0ea4,3,2580.0
Business-b15b,2,2580.0
Business-f842,1,2570.0
Business-6cc0,2,2570.0
Business-046f,2,2565.0
Business-ac67,2,2565.0
Business-9e91,2,2565.0
Business-872a,2,2560.0
Business-5722,2,2560.0
Business-3816,2,2555.0
Business-6a91,2,2550.0
Business-f331,1,2540.0
Business-139e,7,2540.0
Business-8896,1,2540.0
Business-8b5c,4,2540.0
Business-b567,2,2498.0
Business-6007,1,2495.0
Business-c5ea,3,2495.0
Business-2327,1,2490.0
Business-be43,2,2485.0
Business-c130,1,2480.0
Business-32b3,1,2480.0
Business-18b9,2,2480.0
Business-1ce5,1,2470.0
Business-8f5e,1,2460.0
Business-2a41,1,2455.0
Business-8cf2,1,2450.0
Business-0292,1,2450.0
Business-ac5a,2,2450.0
Business-db49,3,2447.0
Business-6d1d,29,2442.0
Business-5c4d,2,2440.0
Business-2ea2,2,2435.0
Business-38fe,1,2430.0
Business-f4dc,1,2420.0
Business-83f0,2,2420.0
Business-d784,2,2415.0
Business-9512,1,2360.0
Business-7d0f,3,2350.0
Business-a2d5,1,2350.0
Business-5f9e,4,2350.0
Business-30bd,3,2340.0
Business-e7be,1,2340.0
Business-9e27,4,2340.0
Business-6290,1,2340.0
Business-cb8e,1,2330.0
Business-a2cb,4,2310.0
Business-3b49,3,2300.0
Business-dcf8,10,2300.0
Business-24e3,30,2290.0
Business-6440,2,2280.0
Business-153f,7,2255.0
Business-054d,1,2245.0
Business-3a7f,2,2235.0
Business-df9b,1,2235.0
Business-efcb,1,2225.0
Business-d26e,1,2215.0
Business-11ac,2,2205.0
Business-e469,6,2200.0
Business-dbd6,6,2200.0
Business-5434,5,2200.0
Business-10b1,2,2190.0
Business-c8b2,3,2190.0
Business-37b9,10,2190.0
Business-3ce8,3,2190.0
Business-7623,4,2185.0
Business-0225,10,2185.0
Business-f940,1,2185.0
Business-7616,10,2180.0
Business-7791,10,2180.0
Business-a149,1,2180.0
Business-624e,10,2180.0
Business-8329,2,2172.0
Business-42d5,3,2160.0
Business-04e4,10,2145.0
Business-c943,2,2130.0
Business-8aad,3,2125.0
Business-b292,1,2120.0
Business-a6b6,10,2116.0
Business-8bc4,1,2115.0
Business-9697,3,2110.0
Business-036d,1,2105.0
Business-efa3,3,2100.0
Business-eeb1,1,2095.0
Business-a4fa,1,2070.0
Business-e893,1,2070.0
Business-41d8,1,2070.0
Business-3ca9,1,2070.0
Business-90e2,1,2070.0
Business-49e0,10,2070.0
Business-0434,1,2070.0
Business-c5f0,1,2060.0
Business-a847,1,2055.0
Business-e5fd,1,2040.0
Business-625a,1,2040.0
Business-02ac,1,2040.0
Business-b675,1,2040.0
Business-5f31,2,2040.0
Business-7089,5,2040.0
Business-eb4b,1,2040.0
Business-c852,1,2040.0
Business-48bf,1,2040.0
Business-83c8,1,2040.0
Business-1427,1,2040.0
Business-1d24,3,2030.0
Business-3d4e,1,2020.0
Business-fa63,1,2010.0
Business-ebc0,1,2005.0
Business-fe58,2,1990.0
Business-5c29,5,1990.0
Business-15f0,6,1990.0
Business-bf68,2,1975.0
Business-cfa0,2,1970.0
Business-3bfa,5,1960.0
Business-9084,1,1960.0
Business-140d,5,1945.0
Business-964a,3,1945.0
Business-105e,2,1940.0
Business-e9af,1,1940.0
Business-41fd,4,1940.0
Business-97df,1,1935.0
Business-0279,1,1930.0
Business-1ae6,3,1920.0
Business-24fb,1,1920.0
Business-c6c9,1,1920.0
Business-2828,1,1920.0
Business-0ded,1,1910.0
Business-eff6,3,1908.0
Business-b6a3,1,1905.0
Business-3435,1,1905.0
Business-41ba,7,1905.0
Business-3e22,1,1905.0
Business-bfce,2,1905.0
Business-76d1,1,1900.0
Business-5da8,2,1900.0
Business-4c1b,22,1900.0
Business-cc11,2,1900.0
Business-da72,1,1890.0
Business-0113,1,1890.0
Business-cad2,1,1890.0
Business-4376,2,1890.0
Business-44fb,2,1890.0
Business-059a,1,1890.0
Business-00a7,5,1885.0
Business-9ffe,2,1885.0
Business-d41a,5,1885.0
Business-5570,1,1880.0
Business-8bc0,1,1880.0
Business-fe6b,3,1880.0
Business-1da1,10,1880.0
Business-4794,4,1880.0
Business-0bb2,30,1880.0
Business-dff7,2,1875.0
Business-7cd2,6,1870.0
Business-5132,1,1860.0
Business-98d9,1,1860.0
Business-ec41,1,1860.0
Business-f86f,4,1850.0
Business-1088,2,1850.0
Business-1b2c,1,1845.0
Business-9a60,1,1845.0
Business-266a,1,1835.0
Business-0fdc,1,1835.0
Business-0c6b,2,1830.0
Business-3af2,4,1830.0
Business-6245,2,1820.0
Business-3a62,1,1820.0
Business-daed,2,1810.0
Business-7aaf,30,1810.0
Business-ce0b,3,1810.0
Business-123d,50,1810.0
Business-628a,1,1805.0
Business-43fe,1,1800.0
Business-3700,4,1795.0
Business-0bf4,1,1790.0
Business-ad77,1,1785.0
Business-c488,1,1780.0
Business-9ec2,5,1780.0
Business-e558,1,1780.0
Business-b941,1,1780.0
Business-4c49,1,1770.0
Business-455c,1,1770.0
Business-a709,1,1770.0
Business-fb68,2,1765.0
Business-922b,20,1760.0
Business-6110,2,1760.0
Business-f0a6,2,1755.0
Business-71eb,4,1755.0
Business-7424,5,1755.0
Business-5f63,1,1750.0
Business-f21e,1,1750.0
Business-7759,5,1750.0
Business-c5e4,2,1750.0
Business-de51,5,1750.0
Business-47d6,4,1750.0
Business-2352,1,1750.0
Business-9d16,1,1750.0
Business-6f93,10,1750.0
Business-53b0,2,1750.0
Business-d91c,1,1750.0
Business-38ad,10,1745.0
Business-b627,3,1745.0
Business-8430,1,1745.0
Business-ab0b,1,1745.0
Business-2d4e,2,1742.0
Business-f20e,1,1740.0
Business-cc20,5,1740.0
Business-978c,2,1740.0
Business-290d,5,1740.0
Business-6438,5,1740.0
Business-3e17,4,1730.0
Business-0c4f,20,1730.0
Business-bdd2,1,1730.0
Business-8ee7,1,1720.0
Business-608c,22,1715.0
Business-3e94,2,1715.0
Business-04ca,5,1715.0
Business-54aa,1,1710.0
Business-2eaf,1,1700.0
Business-113f,2,1700.0
Business-4330,1,1700.0
Business-282a,5,1700.0
Business-b00e,1,1700.0
Business-e80e,15,1690.0
Business-0d4b,2,1690.0
Business-7f97,5,1690.0
Business-8a0e,2,1690.0
Business-b41c,3,1685.0
Business-6ae9,5,1685.0
Business-ba39,1,1680.0
Business-7e26,10,1680.0
Business-d3af,5,1680.0
Business-9be8,1,1680.0
Business-da32,2,1680.0
Business-76ab,2,1675.0
Business-9e5f,2,1670.0
Business-e00f,4,1670.0
Business-3ff1,3,1670.0
Business-5b15,1,1665.0
Business-a534,3,1665.0
Business-a4a5,2,1650.0
Business-d45a,3,1635.0
Business-228c,1,1625.0
Business-990e,2,1620.0
Business-c39e,2,1615.0
Business-21e6,1,1600.0
Business-c86b,13,1595.0
Business-ca33,1,1590.0
Business-9d95,1,1590.0
Business-4114,1,1585.0
Business-9937,1,1540.0
Business-02e6,1,1540.0
Business-30fe,1,1540.0
Business-1b4d,1,1540.0
Business-a835,2,1540.0
Business-bbb9,1,1535.0
Business-a82f,1,1530.0
Business-03bc,1,1530.0
Business-232c,1,1520.0
Business-cf67,1,1520.0
Business-86b9,200,1520.0
Business-2134,1,1520.0
Business-de5c,1,1520.0
Business-10b2,1,1520.0
Business-5e3e,2,1520.0
Business-06c0,1,1520.0
Business-82dc,2,1520.0
Business-ceb3,1,1520.0
Business-137f,1,1520.0
Business-c589,1,1520.0
Business-aea3,2,1520.0
Business-1e5c,1,1520.0
Business-e7c4,1,1520.0
Business-a70f,8,1520.0
Business-b2c8,2,1510.0
Business-86ac,1,1510.0
Business-4a60,1,1510.0
Business-aa04,1,1510.0
Business-1a09,1,1510.0
Business-9274,1,1510.0
Business-261e,1,1505.0
Business-db19,1,1500.0
Business-079d,1,1500.0
Business-0e5a,2,1500.0
Business-46a5,4,1500.0
Business-39cc,3,1490.0
Business-b192,2,1490.0
Business-2ab6,2,1490.0
Business-b2f7,2,1490.0
Business-7a95,1,1485.0
Business-5fca,1,1480.0
Business-b71a,2,1480.0
Business-bd23,1,1480.0
Business-1447,1,1480.0
Business-173b,1,1480.0
Business-fbc6,1,1480.0
Business-eb10,5,1480.0
Business-fac9,1,1480.0
Business-387c,2,1475.0
Business-0b8f,1,1475.0
Business-9ac7,2,1475.0
Business-3e1f,5,1470.0
Business-cd2b,1,1470.0
Business-0912,1,1470.0
Business-88ce,1,1470.0
Business-19b0,1,1470.0
Business-6a3d,1,1470.0
Business-bfae,1,1460.0
Business-b9e9,2,1460.0
Business-6416,1,1460.0
Business-4121,1,1450.0
Business-5b19,1,1445.0
Business-12b6,5,1445.0
Business-f9b2,4,1440.0
Business-37e2,3,1430.0
Business-2fad,1,1425.0
Business-a78d,1,1425.0
Business-40aa,1,1425.0
Business-64f7,5,1420.0
Business-8c10,1,1420.0
Business-4e2c,1,1420.0
Business-737b,1,1420.0
Business-d9a3,1,1420.0
Business-c7df,1,1415.0
Business-f3c0,2,1390.0
Business-e6ec,1,1385.0
Business-7cfa,1,1385.0
Business-3a45,5,1385.0
Business-a2b1,1,1380.0
Business-62b2,1,1380.0
Business-d115,5,1370.0
Business-8ee0,2,1370.0
Business-5751,2,1365.0
Business-ebd0,1,1365.0
Business-88f2,2,1362.0
Business-201f,2,1355.0
Business-65d7,1,1340.0
Business-3dde,2,1340.0
Business-3a9a,1,1330.0
Business-2c04,4,1330.0
Business-f764,25,1330.0
Business-fbd2,1,1325.0
Business-fa34,3,1325.0
Business-66da,1,1315.0
Business-0df9,1,1315.0
Business-6d40,3,1310.0
Business-64d6,1,1310.0
Business-823a,3,1305.0
Business-c964,1,1300.0
Business-6b87,1,1300.0
Business-2a25,1,1300.0
Business-dde1,1,1300.0
Business-1cc4,1,1300.0
Business-9fa0,1,1300.0
Business-814d,1,1300.0
Business-82ed,1,1295.0
Business-29f4,50,1290.0
Business-1e81,3,1290.0
Business-4a5e,1,1290.0
Business-6305,50,1290.0
Business-e0c3,3,1270.0
Business-965d,5,1265.0
Business-7d6b,1,1265.0
Business-4e8a,1,1260.0
Business-847b,1,1260.0
Business-1bf2,1,1260.0
Business-8b71,1,1260.0
Business-442b,1,1240.0
Business-8d7e,1,1240.0
Business-9817,8,1235.0
Business-e7e4,3,1225.0
Business-5017,1,1210.0
Business-2b32,1,1205.0
Business-34ed,2,1200.0
Business-ec9e,1,1200.0
Business-da56,2,1188.0
Business-4626,2,1175.0
Business-f386,4,1165.0
Business-ddb0,5,1155.0
Business-8829,2,1150.0
Business-a58d,1,1150.0
Business-85ad,1,1121.0
Business-664a,10,1121.0
Business-a4af,1,1120.0
Business-1c4f,1,1120.0
Business-0aa2,2,1120.0
Business-df83,3,1115.0
Business-8b41,2,1090.0
Business-9a6e,1,1075.0
Business-b1d0,1,955.0
Business-7102,41,950.0
Business-169b,3,940.0
Business-2da3,2,940.0
Business-125e,5,907.0
Business-67c0,1,907.0
Business-6bb2,2,905.0
Business-1751,2,900.0
Business-b372,5,875.0
Business-0779,15,875.0
Business-0a3a,1,875.0
Business-e1d6,5,875.0
Business-9258,4,875.0
Business-7bc4,4,860.0
Business-d3d5,1,860.0
Business-02c1,1,860.0
Business-65fd,1,860.0
Business-ce2f,5,860.0
Business-3166,4,847.0
Business-79cd,1,835.0
Business-c756,1,830.0
Business-5f46,3,825.0
Business-1eb4,2,825.0
Business-c11a,10,825.0
Business-f8e7,1,818.0
Business-e11c,1,805.0
Business-8edf,1,796.0
Business-a07f,2,778.0
Business-9916,1,760.0
Business-9d47,1,755.0
Business-e145,2,755.0
Business-4ce8,2,750.0
Business-6d11,1,750.0
Business-245d,2,750.0
Business-b013,1,750.0
Business-d98a,1,750.0
Business-ea6b,20,750.0
Business-06c8,1,750.0
Business-5c61,1,750.0
Business-a47b,2,725.0
Business-17c9,3,705.0
Business-2778,1,700.0
Business-b0b2,1,700.0
Business-c33f,1,696.0
Business-c9bb,1,670.0
Business-b764,1,660.0
Business-c1a8,1,660.0
Business-70ca,3,645.0
Business-83a7,5,645.0
Business-40a1,2,645.0
Business-b056,2,640.0
Business-128c,2,640.0
Business-12fa,2,640.0
Business-b593,4,585.0
Business-7bdf,2,575.0
Business-98ba,2,520.0
Business-a1a6,2,500.0
Business-65c0,5,475.0
Business-a8fc,1,475.0
Business-842b,2,470.0
Business-e186,1,470.0
Business-54af,1,450.0
Business-a2d7,5,428.0
Business-b784,4,370.0
Business-0bc4,1,350.0
Business-0ad8,2,350.0
Business-b1ef,4,338.0
Business-a166,3,335.0
Business-36f5,1,305.0
Business-7ce5,3,260.0
Business-8d9d,2,260.0
Business-7b57,1,260.0
Business-0a7c,1,255.0
Business-1873,1,250.0
Business-6bdc,1,250.0
Business-cb1d,2,190.0
Business-570e,3,190.0
Business-bb83,3,190.0
Business-5166,3,180.0
Business-2ddf,5,147.0
Business-e520,1,140.0
Business-f799,5,140.0
Business-3163,1,95.0
Business-5fa4,1,95.0
Business-d64b,1,95.0
Business-41e9,2,90.0
Business-5d91,1,90.0
Business-1d2d,1,90.0
Business-0145,4,90.0
Business-d8af,1,90.0
Business-1320,1,85.0
Business-c19b,1,55.0
Business-8654,1,55.0
Business-4b87,5,2.0
Business-d78d,1,2.0
Business-f712,22,0.0
